ID,Text,Subject
train_07756,"In late August, elections were held for the National Convention; voter restrictions meant those cast fell to 3.3 million, versus 4 million in 1791, while intimidation was widespread. The former Brissotins now split into moderate Girondins led by Brissot, and radical Montagnards, headed by Maximilien Robespierre, Georges Danton and Jean-Paul Marat. While loyalties constantly shifted, around 160 of the 749 deputies were Girondists, 200 Montagnards and 389 members of La Plaine. Led by Bertrand Barère, Pierre Joseph Cambon and Lazare Carnot, as before this central faction acted as a swing vote.In the September Massacres, between 1,100 and 1,600 prisoners held in Parisian jails were summarily executed, the vast majority of whom were common criminals. A response to the capture of Longwy and Verdun by Prussia, the perpetrators were largely National Guard members and fédérés on their way to the front. Responsibility is disputed, but even moderates expressed sympathy for the action, which soon spread to the provinces; the killings reflected widespread concern over social disorder On 20 September, the French army won a stunning victory over the Prussians at Valmy. Emboldened by this, on 22 September the Convention replaced the monarchy with the French First Republic and introduced a new calendar, with 1792 becoming ""Year One"". The next few months were taken up with the trial of Citoyen Louis Capet, formerly Louis XVI. While the convention was evenly divided on the question of his guilt, members were increasingly influenced by radicals centred in the Jacobin clubs and Paris Commune. The Brunswick Manifesto made it easy to portray Louis as a threat to the Revolution, apparently confirmed when extracts from his personal correspondence were published showed him conspiring with Royalist exiles serving in the Prussian and Austrian armies.On 17 January 1793, the Assembly condemned Louis to death for ""conspiracy against public liberty and general safety"", by 361 to 288; another 72 members voted to execute him subject to a variety of delaying conditions. The sentence was carried out on 21 January on the Place de la Révolution, now the Place de la Concorde. Horrified conservatives across Europe called for the destruction of revolutionary France; in February the Convention anticipated this by declaring war on Britain and the Dutch Republic; these countries were later joined by Spain, Portugal, Naples and the Tuscany in the War of the First Coalition.",History
train_07757,"In the Indian tradition, each cave is named and has a suffix Guha (Sanskrit), Lena or Leni (Marathi), meaning cave.",Geography
train_07758,Concurrent computing and (with the availability of enough CPU cores for tasks that are ready to run) even true parallel execution of many processes at once (each of them having one or more threads of execution) on SMP and NUMA architectures.,Computer Sciences
train_07759,"The following month however, PUBG had reached a formal agreement with the Chinese government to allow the release of the game in the country, with Tencent as the publishing partner",Gaming
train_07760,"Coral bleaching events lead to increased disease susceptibility, which causes detrimental ecological effects for reef communities.In July 2017 UNESCO published in a draft decision, expressing serious concern about the impact of coral bleaching on the Great Barrier Reef",Geography
train_07761,All of the Bundesliga clubs qualify for the DFB-Pokal,Sports
train_07762,"Increasing public interest and awareness and structural incentives, such as those being built into the green recovery from the COVID-19 pandemic, is expected to greatly increase the electric vehicle market",Pop Culture
train_07763,The game takes place in the year 2051 and is based on future warfare,Natural Sciences
train_07764,One example of epigenetic change is the marking of the genes by DNA methylation which determines whether they will be expressed or not,Natural Sciences
train_07765,"It may well be the oldest Mahayana monastery excavated in India, according to Spink",Computer Sciences
train_07766,"Parents and school boards in Quebec, Canada and in the Fayetteville-Manlius Central School District of New York have also observed young children emulating games from Squid Game and taken steps such as warning parents and banning such activities from school grounds.Chinese online video platform Youku announced plans in October 2021 to launch the show Squid Victory (鱿鱼的胜利, Yóuyú de shènglì) in 2022",Pop Culture
train_07767,"After multiple expansion packs and countless hours of gameplay, the sequel was released in 2012 to much fanfare. The gameplay is deeper, the customization options better, and there's an entire open world to tackle at the player's leisure.",Gaming
train_07768,"size theory acid-base As a account into and interactions, refinement the of takes of HSAB ions. polarizability",Natural Sciences
train_07769,"It was released alongside free versions of Portal 2 and a standalone program called ""Puzzle Maker"" that allowed teachers and students to create and manipulate levels",Gaming
train_07770,"In Nigeria, however, where people experience a more variable access to good nutrition and health care, height has a heritability of only 62%.",Natural Sciences
train_07771,"In the 1980s and 1990s, the tables turned for the AFC, as the NFC dominated the Super Bowls of the new decade and most of those in the 1990s",Sports
train_07772,"Hwang believed that the popularity was due ""by the irony that hopeless grownups risk their lives to win a kids' game"", as well as the familiarity and simplicity of the games that allowed the show to focus on characterization",Computer Sciences
train_07773,"Stating ""the anthem is now almost as iconic as the trophy"", UEFA's official website adds it is ""known to set the hearts of many of the world's top footballers aflutter"".",Sports
train_07774,I think the Grammys are nothing more than some gigantic promotional machine for the music industry,Pop Culture
train_07775,"The series explores the existential implications of time, and $*@#%#$ its effect on human nature",Pop Culture
train_07776,"Avengers: $#%#**# Age of Ultron and Ant-Man ended the phase in 2015, with several months passing between those films in-universe as in real life",Pop Culture
train_07777,"The AN/FSQ-7, developed by IBM, was by far the largest computer ever built. It consisted of 2 Whirlwind II computer installed in a 4-story building.",Computer Sciences
train_07778,"The freshwater ecoregion is an area where the water is only slightly brackish and becomes quite fresh during the rainy season, when the freshwater plumes from the Ganges and the Brahmaputra rivers push the intruding salt water out and bring a deposit of silt.",Geography
